name,genre,year
Heart of Stone,,1975
Stiff Upper Lip,,1975
The Last Resort,,1976
"My Love, My Life",,1976
Lazy Ways,,1976
Dancing Queen,,1976
Continuum,,1976
Coyote,,1976
Shower the People,Jazz,1976
Nuclear Burn,Jazz,1976
Iron Man,,1976
Invitation to the Blues,,1976
"Oh, Sister",,1976
Back To Africa,Reggae,1976
Love's in Need of Love Today,Rock,1976
Symphony In The Space,Rock,1976
Lonely Island,,1976
Golden Years,,1976
Walk On The Water,Pop,1976
Sinful Love,Rock,1976
Life Is A Carnival,,1976
Black Man,,1976
Someday Never Comes,,1976
White Man,,1976
Black Soul,,1976
Susie Q,,1976
Rock 'N' Roll Singer,,1976
(Used To Be A) Cha-Cha,Jazz,1976
Afternoon Delight,,1976
Village Ghetto Land,,1976
Entangled,,1976
Sweet Baby James,,1976
Changes,,1976
Ripples,,1976
Pilgrims,Rock,1976
Led Boots,,1976
I'm Straight,,1976
Shelter from the Storm,,1976
Los Endos,Rock,1976
Isis,,1976
Portrait Of Tracy,Jazz,1976
Feats Don't Fail Me Now,Rock,1976
"Come On, Come Over",,1976
Memory Motel,,1976
I Wanna Sleep In Your Arms,Rock,1976
Hitch A Ride,Rock,1976
El Diablo,,1976
Tears,RnB,1976
The Fez,,1976
Fig Tree,,1976
Brand New Second Hand,Reggae,1976
Cruel to Be Kind,Rock,1976
The First Cut Is The Deepest,,1976
Opus Pocus,Jazz,1976
Back Street Kids,,1976
Don't Look Now,Rock,1976
Melody,Pop,1976
Home Tonight,,1976
Rasputin,,1976
Reincarnated Souls,Reggae,1976
Don't Believe a Word,,1976
Hey Negrita,Rock,1976
Surface Tension,,1976
Something About You,,1976
Do You Feel Like We Do,,1976
Smokin',Rock,1976
Emerald,,1976
Dance on a Volcano,Rock,1976
Nobody's Fault but Mine,Rock,1976
Lookin' For A Reason,Rock,1976
Opus Insert,Rock,1976
Joey,Rock,1976
Fighting Against Conviction,,1976
Rastaman,,1976
Man In The Hills,Reggae,1976
Want More,,1976
Cry To Me,RnB,1976
Till Your Well Runs Dry,,1976
Bide Up,Reggae,1976
If It's Magic,,1976
Alpha,Reggae,1976
Hand Of Fate,,1976
This Train,Reggae,1976
Proud Mary,,1976
I'd Rather Be With You,,1976
Joy Inside My Tears,,1976
Ebony Eyes,,1976
Ophelia,,1976
Old World,Rock,1976
Saturn,,1976
Positive Vibration,Reggae,1976
Brand New Heartache,,1976
State of Shock,,1976
Let 'Em In,Jazz,1976
Dirty Women,,1976
Combination,Jazz,1976
Amelia,Rock,1976
All Day Sucker,RnB,1976
Star,,1976
Summer Soft,Jazz,1976
Sweet Hitch-Hiker,Rock,1976
Get The Funk Out Ma Face,,1976
The Oppressed Song,Reggae,1976
Strawberry Letter 23,,1977
Deep Distance,,1977
You Can't Kill Me,,1977
The Juggler,Jazz,1977
Snake Eyes,Country,1977
Sugar Mountain,,1977
Straight to Hell,Metal,1977
Art School,,1977
See Her Tonite,Punk,1977
Dogs,,1977
Sneaky Feelings,Rock,1977
For Crying Out Loud,,1977
Non-Alignment Pact,,1977
Only Women Bleed,,1977
Che,,1977
48 Hours,,1977
Cinderella Man,,1977
Tired Eyes,,1977
Straight Line,,1977
Secret O' Life,,1977
Lost In France,,1977
Mystery Dance,Rock,1977
It's Late,Electronic,1977
The Stranger,Rap,1977
Less Than Zero,,1977
Protex Blue,,1977
I Never Talk to Strangers,,1977
Deny,Rock,1977
Happy Day,,1977
Hot Legs,Jazz,1977
Sight for Sore Eyes,Rock,1977
I Go Crazy,,1977
Burned,Rock,1977
True Fine Love,Rock,1977
A Remark You Made,Jazz,1977
Total Eclipse,,1977
Milk Cow Blues,Country,1977
See the Changes,,1977
Games People Play,,1977
I Fought the Law,Punk,1977
Garageland,,1977
Spread Your Wings,,1977
From Now On,Country,1977
We're All The Way,Rock,1977
Bloodstone,Electronic,1977
Nucleus,,1977
Can't Come In,,1977
Fisherman,Folk,1977
Cheat,,1977
Jungle,,1977
Guiltiness,,1977
"Willie, Waylon And Me",Country,1977
Ark Of The Covenant,Reggae,1977
Gold Dust Woman,,1977
Bad Boy Boogie,,1977
Midnight Tango,Jazz,1977
Rex's Blues,,1977
The Wrong Thing,,1977
Go Your Own Way,Rock,1977
Johnny,,1977
Franz Schubert,,1977
Sodom And Gomorrow,Reggae,1977
What's My Name,,1977
Dog Eat Dog,,1977
Turn Your Lights Down Low,,1977
The Heathen,Reggae,1977
Neat Neat Neat,Punk,1977
Walk On Water,,1977
Don't Let It Show,,1977
Street Waves,,1977
Old Man,Reggae,1977
The Whale,Rock,1977
Open Up The Gate,Reggae,1977
Ex Lion Tamer,Rock,1977
The Chain,,1977
Pink Flag,Rock,1977
Happiness Is Being Together,Jazz,1977
Aja,Rock,1977
Blame It On Cain,Rock,1977
Children Crying,Reggae,1977
Who Is It?,,1977
Lost Without Your Love,Blues,1977
Midnight Dancer,,1977
Congoman,,1977
Pretty Vacant,,1977
La La Bam-bam,,1977
Proclamation,Rock,1977
I Am That I Am,,1977
I Feel Alright,,1977
106 Beats That,,1977
Sunrain,,1977
Night Crawler,Metal,1977
Shout It Out Loud,,1977
Don't You Know,,1977
Tommy Gun,,1977
Oh Daddy,RnB,1977
(The Angels Wanna Wear My) Red Shoes,Rock,1977
Second Hand News,,1977
For The Turnstiles,,1977
The Hitchhiker,,1978
Teenage Lobotomy,,1978
$29.00,,1978
Oh England My Lionheart,,1978
Prove It All Night,Rock,1978
A Man I'll Never Be,Rock,1978
Pump It Up,,1978
Air Dance,,1978
Adam Raised a Cain,Rock,1978
If I Could Only Win Your Love,Country,1978
Angels and Sailors,,1978
Oh to Be in Love,,1978
Eruption,,1978
Who Do You Love?,,1978
The Staircase (Mystery),,1978
Lizard Lady,,1978
Ojalá,,1978
Beauty School Dropout,,1978
Little Dreamer,,1978
Fire on the Mountain,,1978
Metal Postcard (Mittageisen),Rock,1978
James and the Cold Gun,Rock,1978
In the Warm Room,Rock,1978
Stop Loving You,,1978
Sheena Is a Punk Rocker,Rock,1978
What You Won't Do for Love,RnB,1978
The Saxophone Song,,1978
Those Magic Changes,Pop,1978
Dreams I'll Never See,Rock,1978
Follow You Follow Me,,1978
Over to You,,1978
L.A. Connection,Rock,1978
The Movie,,1978
Making Believe,,1978
The Gold Bug,Rock,1978
Red Shoes by the Drugstore,,1978
Junior's Eyes,,1978
Shock Wave,,1978
Runnin' With the Devil,Country,1978
Space Junk,Rock,1978
Riff Raff,Jazz,1978
Safe European Home,,1978
Them Heavy People,,1978
Moving,,1978
Freedom of Choice,Rock,1978
Mirage,,1978
Standing on Higher Ground,Rock,1978
"Going, Going, Gone",,1978
Ice Cream Man,,1978
Das Model,,1978
"Sunshine, Lollipops And Rainbows",,1978
Strange Phenomena,,1978
Boulder to Birmingham,,1978
(I Don't Want To Go To) Chelsea,,1978
Time Will Tell,Metal,1978
Lift Up Your Conscience,Reggae,1978
I Feel the Earth Move,Pop,1978
Big Mess,Rock,1978
Sloppy (I Saw My Baby Gettin'),Rock,1978
Send Out for Sunshine,RnB,1978
Homicide,,1978
Praying Hands,Rock,1978
What Goes Up,Rap,1978
How Can I?,,1978
That's Good,Rock,1978
Macka Splaff,,1978
Happiness Togetherness,RnB,1978
Auf Wiedersehen,Rock,1978
Teenage Kicks,,1978
Lotta Love,,1978
The Kick Inside,,1978
Dub Housing,,1978
Birthday Boy,Pop,1978
Stay Hungry,Rock,1978
L'Amour Looks Something Like You,Rock,1978
Don't Push Your Foot on the Heartbrake,,1978
Be My Girl - Sally,Rock,1978
D.I.Y.,,1978
Nicotine Stain,Rock,1978
Room for the Life,Rock,1978
Misty Morning,Country,1978
I'm Not in Love,,1978
"4th of July, Asbury Park (Sandy)",Rock,1978
Shakedown Street,Rock,1978
Circumstances,,1978
Adolescent Sex,,1978
Many Too Many,Rock,1978
Symphony in Blue,,1978
I Saw Her Standing There,Rock,1978
You'll Always Find Me In The Kitchen At Parties,Rock,1978
Prediction,,1978
It's Too Bad,Rock,1978
Born In The 50's,Rock,1978
Jet Airliner,Rock,1978
Overground,,1978
Fodderstompf,Rock,1978
Rock And Roll All Nite,Rock,1978
Bootzilla,RnB,1978
Next To You,,1978
Come Back Jonee,Rock,1978
Masoko Tanga,Rock,1978
Fat Bottomed Girls,Rock,1978
Bicycle Race,,1978
The Trees,,1978
Ku Klux Klan,Reggae,1978
"Lovin', Touchin', Squeezin'",,1978
Who Are You,,1978
Hammer Horror,Rock,1978
No Action,Rock,1978
Summer Nights,Pop,1978
Jah Pretty Face,Reggae,1978
Is There Anybody Out There?,,1979
Goodbye Blue Sky,,1979
Atom Tan,,1979
Privacy,,1979
Triumph of the Will,Rock,1979
You Tell Me,Country,1979
Earth Song,Pop,1979
The Ledge,Punk,1979
I Can't Help It,Pop,1979
Cocaine Blues,,1979
Snowgirl,Rock,1979
Follow Me Home,,1979
Mother,,1979
Vera,,1979
Don't Stop Me Now,Pop,1979
News,,1979
A Fool No More,Rock,1979
Roll 'Em Pete,Blues,1979
Outside the Wall,Rock,1979
The Trial,Folk,1979
Guns Before Butter,Rock,1979
Doesn't Make It Alright,Reggae,1979
Burn This Disco Out,Pop,1979
Savage Sea,,1979
"Here Today, Gone Tomorrow",,1979
I'm Gonna Crawl,Jazz,1979
Dance the Night Away,Pop,1979
Know Your Rights,,1979
Once Upon a Time in the West,,1979
I'm a Ramblin' Man,,1979
I Feel for You,Rock,1979
Diamonds and Rust,,1979
Angel Eyes,Jazz,1979
Apostle,Blues,1979
The Thin Ice,Rock,1979
On Every Other Street,,1979
We Are Time,Rock,1979
Give It to Me,,1979
I Wanna Be Your Lover,,1979
Razor Blade Alley,,1979
Believe Me,,1979
I Found That Essence Rare,,1979
All My Love,Rock,1979
Return the Gift,Rock,1979
Commando,,1979
I'm A Believer,,1979
Going Underground,,1979
The Lord's Prayer,,1979
One Drop,Reggae,1979
Run Like Hell,,1979
Tracks,,1979
A Song for Europe,Rock,1979
Jimmy Jazz,Reggae,1979
Empty Spaces,Rock,1979
Night Prowler,,1979
Lexicon Devil,Punk,1979
Those Shoes,Country,1979
Shoplifting,,1979
Spanish Bombs,,1979
Message in a Bottle,,1979
Don't Leave Me Now,,1979
Thief of Fire,Rock,1979
Freewheel Burning,,1979
L'Enfant,New Age,1979
I'm Not Down,,1979
The Ride,,1979
"Spend, Spend, Spend",,1979
Young Lust,,1979
Don't Cry Sister,Blues,1979
It's All I Can Do,,1979
Checking Out The Checkout Girl,,1979
You Won't Be There,Rock,1979
Meat Hook,Rock,1979
Century City,,1979
Goodbye Cruel World,,1979
No Birds,Rock,1979
Bed And Breakfast Man,,1979
The Suit,Rock,1979
5.45,Rock,1979
Poptones,,1979
Morphine,,1979
Shadow Of A Doubt (A Complex Kid),Rock,1979
Get on the Floor,Rock,1979
Tribal Dance,,1979
Placebo Effect,Rock,1979
Socialist,Rock,1979
It's Not You,Rock,1979
Four Horsemen,,1979
The Walrus Hunt,Rock,1979
I Can't Tell You Why,RnB,1979
Jimmy Jimmy,,1979
No Golden Throat,Rock,1979
He'd Send In the Army,Rock,1979
In the Flesh,Rock,1979
Tragedy,,1979
(I Won't) Pay Your Price,Metal,1979
Don't Call Me Pain,,1979
Capricorn,Metal,1979
Land of Hope and Glory,,1979
The Gypsy's Wife,,1979
Do That To Me One More Time,,1979
Tarzan's Nuts,Reggae,1979
Tear Ya Down,Metal,1979
No Time This Time,Rock,1979
Deathwish,,1979
On The Bus,Rock,1979
Moonraker,,1979
Down South Jukin',Rock,1979
Instant Hit,Rock,1979
Rudie Can't Fail,,1979
Poppy Day,Rock,1979
Love Hungry Man,,1979
Girls Got Rhythm,,1979
Think About Me,,1979
Nobody Home,Rock,1979
Is She Really Going Out With Him?,Rock,1979
Wild Love,Rock,1979
Hateful,Rock,1979
Air,Rap,1979
Object,,1979
Spanish Fly,,1979
So Tough,,1979
Paper,,1979
This Time Around,Rock,1979
Cities,Rock,1979
Love Like Anthrax,Punk,1979
Sexy Dancer,,1979
Oliver's Army,,1979
Contract,,1979
Cola Bottle Baby,,1979
An Cat Dubh,,1980
Lola,,1980
Rapid Fire,Metal,1980
Jailbait,,1980
A Soapbox Opera,Rock,1980
A Forest,,1980
Hells Bells,,1980
Crystal Silence,,1980
Pickney Gal,,1980
The Boy With the Perpetual Nervousness,,1980
Act Of Affection,,1980
Tragic Bells,,1980
Nerves,,1980
Steeler,,1980
When Ya Get Drafted,Punk,1980
Bite the Bullet,,1980
Les Boys,,1980
Thorn of Crowns,Rock,1980
Strange World,,1980
Raised Eyebrows,,1980
Version City,,1980
Uptown,RnB,1980
Chemical Warfare,Punk,1980
Missiles,Rock,1980
Let's Lynch the Landlord,Punk,1980
A Day Without Me,Rock,1980
Fast and Loose,,1980
Loveless Love,,1980
Embarrassment,Reggae,1980
The Hammer,,1980
Mean Woman Blues,,1980
Behind My Camel,Rock,1980
Crocodiles,Rock,1980
Man In A Suitcase,Rock,1980
Animal Magnetism,,1980
One Day I'll Fly Away,,1980
Get Up Offa That Thing,RnB,1980
Shoot to Thrill,,1980
Hey Nineteen,Rock,1980
Lady Evil,Metal,1980
May Be A Price To Pay,Rock,1980
Jacob's Ladder,,1980
Driven To Tears,,1980
Monkeys,,1980
Grinder,,1980
Sweetheart Like You,,1980
Solid Rock,,1980
I'm Coming Out,,1980
The Rage,,1980
Bat Chain Puller,Rock,1980
Music for a Large Ensemble,,1980
I Wanna Destroy You,,1980
The Wedding List,Rock,1980
Clockface,Rock,1980
The Leader,Rock,1980
Mexican Girl,,1980
Don't Try Suicide,,1980
Fa Cé-La,Rock,1980
Suburban Bathers,,1980
Shadows In The Rain,Rock,1980
Gotta Broken Heart Again,,1980
Yearning For Your Love,,1980
Grey Seal,Rock,1980
Give It To Someone Else,,1980
"When The World Is Running Down, You Make The Best Of What's Still Around",Rock,1980
A Song from Under the Floorboards,Rock,1980
The Final Sound,Rock,1980
Be Bop Kid,Rock,1980
I Need Your Lovin',,1980
Junco Partner,Blues,1980
Voices Inside My Head,Rock,1980
When You Were Mine,,1980
Dance,,1980
I'm Losing You,,1980
Cold Winter Nights,Metal,1980
Pretty Green,,1980
Guardians,,1980
Entre Nous,,1980
At Night,,1980
Wishing Well,,1980
Corner Soul,,1980
My Perfect Cousin,,1980
"Another Time, Another Place",,1980
Easter Woman,,1980
Original Love,Rock,1980
Washington Bullets,Rock,1980
A Reflection,,1980
Down In The Hole,Rock,1980
Make It Real,,1980
Crazy on You,,1980
Be the One,,1980
Zion Train,,1980
Dee,,1980
Crazy Rhythms,Rock,1980
Ups and Downs,,1980
My Work Is So Behind,,1980
Cathedral,,1980
Live to Win,,1980
Neon Knights,Metal,1980
Funland at the Beach,Punk,1980
Heaven and Hell,Country,1980
Paradise Place,Rock,1980
Strobe Light,Rock,1980
Metal Gods,,1980
Flash's Theme,,1980
Shoot You In The Back,,1980
Double Dare,Rock,1980
Somebody Got Murdered,Reggae,1980
The Talk Of Creatures,,1980
All I Do,RnB,1980
I Don't Wanna Go Home,,1980
The Imperial March,,1980
Everybody's Got Something To Hide (Except Me And My Monkey),Rock,1980
The Ties That Bind,,1980
Accuracy,Rock,1980
Nowhere To Run,,1980
All We Ever Look For,,1980
Less Not More,,1980
Transylvania,,1980
Killing Yourself to Live,,1980
Robot Factory,Rock,1980
Fantastic Voyage,,1980
Stories For Boys,,1980
The Dance #2,,1980
Love Is...,Rock,1980
Iron Maiden,,1980
Three Imaginary Boys,Rock,1980
Back in Black,,1980
One Red Rose That I Mean,,1980
La La,,1980
Wicked World,,1980
Crosseyed and Painless,,1980
Szał niebieskich ciał,Rock,1980
Shake a Leg,,1980
My Second Wife,,1980
Lips Like Sugar,,1980
Tenant,Rock,1980
Ill in the Head,Punk,1980
Eating Noddemix,,1980
Forces At Work,Rock,1980
Prowler,,1980
In Your House,Rock,1980
Moscow Nights,Rock,1980
Remember Tomorrow,Rock,1980
Children of the Sea,,1980
Drug Me,Punk,1980
M,,1980
Your Emotions,Punk,1980
Sing Me Back Home,,1981
Chips On My Shoulder,Rock,1981
Max Ernst,Rock,1981
Wrathchild,,1981
Cutting Branches For A Temporary Shelter,,1981
Thief,,1981
Kollaps,Electronic,1981
Pocket Calculator,,1981
Chosen Time,Rock,1981
C.O.D.,,1981
The Funeral Party,,1981
Piece Of Your Action,,1981
She's Like Heroin to Me,,1981
Forest Fire,,1981
The Friends Of Mr. Cairo,,1981
Son Of A Bitch,,1981
Prodigal Son,,1981
Monitor,Electronic,1981
Breaking Up Again,,1981
Mountain of Needles,Electronic,1981
Fame and Fortune,Rock,1981
Black Limousine,Electronic,1981
Help Me Somebody,,1981
Over The Wall,,1981
Everything's Gone Green,Rock,1981
Who Is Who,,1981
A Touch Of Evil,,1981
Omegaman,Rock,1981
"Very, Very Hungry",Electronic,1981
The Holy Hour,,1981
Friendly Fires,Rock,1981
Way Of The World,,1981
For Your Eyes Only,Reggae,1981
What I See,Rock,1981
Head Cut,Rock,1981
I'm Not Moving,Pop,1981
Damaged II,Punk,1981
It's More Fun to Compute,,1981
Moonlight in Glory,Electronic,1981
You're My Best Friend,,1981
The Jezebel Spirit,Electronic,1981
Stone in Love,Rock,1981
The Drowning Man,,1981
A Secret Life,Electronic,1981
Live Wire,,1981
Academy Fight Song,Rock,1981
Secret Journey,Rock,1981
What's Your Name?,,1981
Abraham's Theme,,1981
I Can't Go for That (No Can Do),,1981
Beside,,1981
Voodoo Dolly,Rock,1981
Frustration,,1981
Rickover's Dream,,1981
Sex Dwarf,,1981
Abstieg & Zerfall,,1981
The Mayflower,,1981
Tom Sawyer,Rock,1981
Playground Twist,Rock,1981
Let's Get It Up,Country,1981
Computer Love,,1981
One of These Days,,1981
Sponji Reggae,,1981
One World (Not Three),,1981
Bensusan,New Age,1981
Schizo,Metal,1981
Incident on South Street,Jazz,1981
The Mob Rules,,1981
Raise the Dead,,1981
No Dark Things,Rock,1981
Thunder Underground,Metal,1981
Night Shift,,1981
The Republic,Rock,1981
Sheep,Rock,1981
The Spectacular Commodity,,1981
Do the Wrong Thing,Jazz,1981
Just You and Me,,1981
Killers,,1981
Regiment,Electronic,1981
Gimmie Gimmie Gimmie,,1981
I Hate Children,Punk,1981
Another Life,Pop,1981
Arabian Knights,,1981
Yodel 2,,1981
Titles,,1981
Senses,,1981
100 Metres,New Age,1981
Quiet Life,Rock,1981
Cecilia,,1981
Eric's Theme,Electronic,1981
Purgatory,,1981
A Thousand Ways,,1981
Like An Angel Passing Through My Room,Pop,1981
Thirsty and Miserable,Rock,1981
The Him,Rock,1981
Sin In My Heart,Rock,1981
Vital Signs,,1981
If Leaving Me Is Easy,Pop,1981
Religious Vomit,Punk,1981
Pythagoras's Trousers,New Age,1981
Alles Ist Gut,,1981
Tops,Rock,1981
I'll Find My Way Home,,1981
Just Between You And Me,,1981
Another Brick in the Wall (Part 2),Rock,1981
Buzzbomb,Punk,1981
Over the Mountain,,1981
Listless,,1981
I Fall Down,,1981
Black Mask,,1981
The Waiting,World,1981
Rise Above,,1981
L.A. Girl,Punk,1981
Wordy Rappinghood,,1981
Winning,,1981
Harry,,1981
Into the Light,,1981
Other Voices,,1981
Pull Up To The Bumper,,1981
Part I,,1981
Joan Crawford,Rock,1981
Never Too Much,RnB,1981
Capim,,1982
Green Fingers,Rock,1982
Violent World,Rock,1982
Parents,,1982
Riddle of Steel / Riders of Doom,,1982
U-Men,Electronic,1982
Delirious,Rock,1982
Blast Off,,1982
Teacher's Pet,Rock,1982
Bad Connection,Rock,1982
The Dreaming,,1982
Devil's Child,,1982
Pornography,,1982
Crying In The Rain,Country,1982
Cavity - First Communion,Rock,1982
Leave Me In Hell,Metal,1982
Yesterday's Songs,,1982
Eminence Front,Rock,1982
The Regulator,,1982
The Three Shadows Part 2,,1982
It's Raining Again,Rock,1982
Rip It Up,,1982
The Three Shadows Part 1,Rock,1982
Step By Step,,1982
A Short Term Effect,Rock,1982
The Three Shadows Part 3,,1982
Willie And The Hand Jive,,1982
Tag am Meer,Rap,1982
The Figurehead,Rock,1982
Siamese Twins,Rock,1982
1999,,1982
A Strange Day,Rock,1982
Fun World,Rock,1982
Kiss Off,Rock,1982
To the Kill,,1982
Demon's Night,,1982
Swing The Heartache,Rock,1982
Metal Daze,Metal,1982
Carol Of The Bells,,1982
Children of the Damned,Rock,1982
For Whom The Bells Toll,Rock,1982
Subdivisions,,1982
Massacred And Dismembered Culture,Rock,1982
The Search,,1982
Somebody's Baby,,1982
Sean Flynn,,1982
Death Tone,,1982
Fast Taker,,1982
I Don't Care Anymore,,1982
Dark Avenger,,1982
Gas Money,Rock,1982
William's Tale,,1982
Catalina,,1982
Time Out For Fun,Rock,1982
GVDT,Electronic,1982
I'm Not a Punk,Punk,1982
Watch That Grandad Go,Rock,1982
Shell Shock,,1982
Learn How,Rock,1982
See No Evil,,1982
Astro Zombies,,1982
Highway Patrolman,Rock,1982
Blade Runner Blues,,1982
Transformer Man,Rock,1982
Stone Cold,,1982
Detroit Rock City,Country,1982
Geography I,Electronic,1982
Some Children See Him,,1982
Progress,,1982
The Holly and the Ivy,,1982
Statue of Liberty,,1982
Sweaters,,1982
World War III,,1982
Floe,Rap,1982
Matty Groves,,1982
Cleaning Windows,,1982
Gangland,,1982
New Nails,Rock,1982
Digital Man,Rock,1982
No Stayer,Metal,1982
Ogni Volta,,1982
Free Country,Metal,1982
Jean Is Dead,Punk,1982
Easy To Be Hard,,1982
The Classical,Rock,1982
Darlene,,1982
Calling All Girls,Rock,1982
Old And Wise,,1982
Street Woman,Jazz,1982
Johnny 99,Rock,1982
Gracias A La Vida,Jazz,1982
Rosanna,Rock,1982
Witchfinder General,Metal,1982
Mansion on the Hill,,1982
Search For Peace,Jazz,1982
Battle Hymn,,1982
Kinetics,,1982
Allentown,Rock,1982
Dweller On The Threshold,,1982
"Equinoxe, Pt. 7",Electronic,1982
Skulls,,1982
20 Eyes,Punk,1982
Thanksgiving,,1982
Winter Kills,,1982
Hatebreeders,Punk,1982
Least Inkling,,1982
I Confess,Rap,1982
The Prisoner,Metal,1982
Invaders,,1982
Garlands,,1982
Silent Hedges,,1982
Burning a Sinner,Metal,1982
Alas Dies Laughing,Rock,1982
Political Stu,Rock,1982
To Hell and Back,,1982
Kampfbereit,Electronic,1982
Exquisite Corpse,,1982
Dead Pool,Rock,1982
Sailin' On,,1982
Abortion,,1982
Night of the Living Dead,,1982
Latch Key Kids,,1982
Devils Whorehouse,Punk,1982
Don't Need It,Rock,1982
Ja Funmi,World,1982
Death Penalty,Metal,1982
Nothing To Fear,,1982
Closing,,1982
Goody Two Shoes,,1982
City Girls,,1982
I Turned Into A Martian,,1982
You're Gonna Get Your Fingers Burned,,1982
Work For Love,,1983
Te Hacen Falta Vitaminas,Rock,1983
Phantom Lord,Metal,1983
Crionics,,1983
Couldn't Stand The Weather,Blues,1983
Bordeaux,Rock,1983
11 O'Clock Tick Tock,,1983
This Is The Day,,1983
Catapult,Rock,1983
Helter Skelter,Electronic,1983
Slice of Life,,1983
Cold Shot,Blues,1983
Two Minute Warning,,1983
I'm Cryin',Blues,1983
Burning Up,,1983
Evil Eyes,,1983
Illegal Alien,,1983
Tormentor,,1983
She Bop,,1983
Nada Personal,,1983
Shaking Hell,,1983
Sob Story,,1983
Swordfishtrombone,,1983
Punish Me With Kisses,,1983
Cuando Pase El Temblor,,1983
Laughing,,1983
Negativ Nein,,1983
Drowning Man,Rock,1983
Moon Rocks,,1983
Rising Power,Rock,1983
Painted Bird,,1983
Jennifer's Veil,Rock,1983
"Down, Down, Down",,1983
Town With No Cheer,,1983
Shout at the Devil,,1983
Life Without You,Blues,1983
Gin Soaked Boy,Rock,1983
Effigy (I'm Not An),Electronic,1983
What He Say,Electronic,1983
Confusion Is Next,,1983
King Volcano,,1983
I Shot The Devil,Punk,1983
So Tired,,1983
The Final Command,Metal,1983
I Want a New Drug,Rock,1983
